用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间,手机型号
12763485210,,注册会员,0,0,5,14/05/2019 22:03,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12763341801,,钻石会员,0,1,4,14/05/2019 21:22,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12762891855,,PLUS会员,0,0,5,14/05/2019 19:17,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12762692619,,金牌会员,0,0,4,14/05/2019 18:15,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12762329924,,银牌会员,0,0,5,14/05/2019 16:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12762010910,,铜牌会员,0,1,1,14/05/2019 15:05,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12761665676,,PLUS会员,1,1,5,14/05/2019 13:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12760904253,,注册会员,0,0,5,14/05/2019 10:20,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12760638798,,PLUS会员,0,0,5,14/05/2019 09:23,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12760492222,,铜牌会员,0,3,1,14/05/2019 08:43,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12760021837,,PLUS会员,0,0,5,13/05/2019 23:22,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12759899692,,金牌会员,0,0,5,13/05/2019 22:36,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12759453051,,银牌会员,1,4,1,13/05/2019 20:30,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12759244553,,铜牌会员,0,0,5,13/05/2019 19:31,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12759175807,,PLUS会员,0,0,5,13/05/2019 19:11,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12759151605,,银牌会员,0,1,5,13/05/2019 19:04,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12758794925,,钻石会员,0,0,5,13/05/2019 17:24,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12758612195,,银牌会员,0,0,5,13/05/2019 16:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12758314639,,金牌会员,0,0,5,13/05/2019 15:23,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12758308857,,金牌会员,0,0,5,13/05/2019 15:22,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12757661827,,铜牌会员,0,0,5,13/05/2019 12:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12757528338,,PLUS会员,0,0,5,13/05/2019 12:04,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12756944651,,银牌会员,0,0,5,13/05/2019 09:59,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755918704,,银牌会员,0,0,5,12/05/2019 22:01,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755899426,,银牌会员,0,0,5,12/05/2019 21:55,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755613802,,银牌会员,0,0,5,12/05/2019 20:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755454802,,银牌会员,0,1,1,12/05/2019 19:52,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755289012,,银牌会员,0,0,5,12/05/2019 19:02,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12755082149,,铜牌会员,0,0,4,12/05/2019 18:01,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754983187,,金牌会员,0,0,5,12/05/2019 17:34,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754969296,,PLUS会员,0,0,5,12/05/2019 17:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754583231,,钻石会员,0,0,4,12/05/2019 15:45,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754574518,,金牌会员,1,1,3,12/05/2019 15:43,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754547068,,银牌会员,0,0,5,12/05/2019 15:35,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12754519614,,银牌会员,0,0,5,12/05/2019 15:27,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753946660,,金牌会员,0,0,5,12/05/2019 12:40,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753928458,,金牌会员,0,0,5,12/05/2019 12:35,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753900785,,PLUS会员,12,10,5,12/05/2019 12:27,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753898107,,PLUS会员[试用],0,0,5,12/05/2019 12:26,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753553937,,钻石会员,0,0,5,12/05/2019 10:55,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753464192,,银牌会员,0,4,1,12/05/2019 10:34,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753419585,,注册会员,0,0,5,12/05/2019 10:24,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12753122868,,铜牌会员,1,0,5,12/05/2019 09:08,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12752426673,,银牌会员,0,0,5,11/05/2019 22:26,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12752279093,,PLUS会员,0,0,5,11/05/2019 21:41,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12752191142,,PLUS会员,3,6,1,11/05/2019 21:17,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12752165084,,注册会员,1,0,5,11/05/2019 21:08,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12751868421,,注册会员,1,3,5,11/05/2019 19:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12750972261,,PLUS会员,2,2,5,11/05/2019 15:20,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12750821675,,铜牌会员,0,0,5,11/05/2019 14:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12750420552,,PLUS会员,0,0,5,11/05/2019 12:44,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12750286317,,注册会员,0,0,5,11/05/2019 12:08,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12749429077,,PLUS会员,0,0,5,11/05/2019 08:16,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12749045045,,铜牌会员,0,0,5,10/05/2019 23:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12748865338,,PLUS会员,0,0,5,10/05/2019 22:28,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12748307813,,银牌会员,0,0,5,10/05/2019 19:44,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12748028787,,银牌会员,0,0,5,10/05/2019 18:18,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12747831524,,PLUS会员,0,0,5,10/05/2019 17:21,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12747760718,,铜牌会员,0,0,5,10/05/2019 17:02,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12747347762,,金牌会员,0,1,5,10/05/2019 15:09,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12746893449,,银牌会员,0,0,5,10/05/2019 13:02,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12746889516,,注册会员,0,0,5,10/05/2019 13:00,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12746523548,,钻石会员,2,3,1,10/05/2019 11:24,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12745491504,,PLUS会员,0,0,5,10/05/2019 01:13,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12745374245,,铜牌会员,2,1,1,09/05/2019 23:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12745231700,,注册会员,0,0,5,09/05/2019 22:42,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12744898402,,PLUS会员,0,0,5,09/05/2019 21:08,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12744386388,,PLUS会员,0,0,5,09/05/2019 18:45,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12744385321,,银牌会员,0,0,5,09/05/2019 18:45,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12744207346,,注册会员,0,0,5,09/05/2019 17:54,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12744017648,,银牌会员,0,0,5,09/05/2019 17:05,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12743720686,,金牌会员,0,2,1,09/05/2019 15:47,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12743618392,,PLUS会员,0,0,5,09/05/2019 15:20,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12742942160,,PLUS会员,0,0,5,09/05/2019 12:21,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12835086143,原谅我这个老手机像素不行，拍的不清晰，刚到的xr真的很好用，第一次买苹果，很流畅，一点也不卡，看了有些评论还一直在担心，现在超好,注册会员,59,44,5,02/06/2019 17:34,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12800828792,用了一个月了，很喜欢。拍照的是三星s10，电池，流畅，音质都比这个安卓机皇好，摄像头单摄很一般。总体很值。第一次用苹果，体验真的很好(?▽?),PLUS会员,30,30,5,24/05/2019 22:26,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12704400559,"网上都说xr屏幕不好，但我使用起来感觉还是很不错的，没有明显的颗粒感，反应速度很快，柔顺般丝滑呀。
电池续航也很不错，支持一下京东和苹果。",PLUS会员,12,52,5,28/04/2019 23:10,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12346948779,电池：很给力，原装充电器充电太慢，用的iPad充电器，20%开始一个半小时充满，充满正常用一天没问题，到家还有20的电。运行速度：A12没的说，流畅的一批屏幕：不愧为苹果史上最强LCD屏幕，不伤眼，很舒服，原彩显示很牛#。外观：真好看，手感也好，指纹收集器，边框确实大，不过看久了基本上就忽略了，想买的不用太在意，建议买彩色的，骚气好看总结：性价比很好的一款苹果手机，真香,PLUS会员,291,206,5,07/01/2019 13:59,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12535316479,"配送速度很快
电池：很给力，原装充电器充电太慢，用的 iPad充电器，20%开始一个半小时充满，充满正常用一天没问题，到家还有20的电。运行速度：A12没的说，流畅的一批屏幕：不愧为苹果史上最强 LCD屏幕，不伤眼，很舒服，原彩显示很牛#。外观：真好看，手感也好，指纹收集器，边框确实大，不过看久了基本上就忽略了，想买的不用太在意，建议买彩色的，骚气好看总结：性价比很好的一款苹果手机，真香",PLUS会员,146,34,5,12/03/2019 12:45,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12571630142,电池：很给力，花了5599，真心便宜，电池20%开始一个半小时充满，充满正常用一天没问题，到家还有20的电。运行速度：A12没的说，流畅的一批屏幕：不愧为苹果史上最强 LCD屏幕，不伤眼，很舒服，原彩显示很牛#。外观：真好看，手感也好，指纹收集器，边框确实大，不过看久了基本上就忽略了，想买的不用太在意，建议买彩色的，骚气好看总结：性价比很好的一款苹果手机，真香,金牌会员,169,67,5,23/03/2019 13:41,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12483442690,很好，太喜欢xr，第一次用苹果系统，有许多软件东西还不适应，自己感觉很容易上手，黑色这颜色非常喜欢，主要这手机太厚重了，，套上一个保护盒有1公分厚，不过拿着手感还是挺好的！,金牌会员,160,32,5,24/02/2019 15:23,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12639345274,手机很好，屏幕清晰，双卡双待，待机时间，还可以快充，不错的，单摄像头也不错，拍出照片一样不比 iPhone x 差的哪里去，黑边大，我觉得，听别人说，没用，得自己买到手上，用才知道， iPhone xr 你值得拥有，没有更好，只有最好。,PLUS会员,6,2,5,12/04/2019 00:46,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12333284653,十分良心的说使用感，之前一直纠结买XR好还是8P？看到有人说，手机买新不买旧，XS和max对于贫民窟女孩真的买不起，所以果断买了XR128G，元旦减免了700元，可以说很划算了，京东物流就是快元旦1号下的单2号就到了，颜色的话个人比较喜欢黑色，比较低调耐看，红色和白色也挺好看的，看个人喜欢了，其次是外观，没有大家说的那么不堪，大小刚好，单手操作完全没有问题，至于大黑边能接受，很nice!,银牌会员,577,91,5,03/01/2019 16:25,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12739505808,京东物流，快的飞起，一天就到了，边框还可以 没看出来太宽，特别是屏幕 根本看不出来，或许是我的眼镜瞎，反正用着挺舒服的 人脸识别也很OK 特别是双扬声器 真的舒服  信号也可以，不影响使用。,银牌会员,31,5,5,08/05/2019 14:11,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12611371876,快递确实很快，不到二十四小时，XR的边框说实话多看两次之后就没什么感觉了，续航真的好，不玩游戏，一天一充，性能绝对足够，跑分35W左右，激活日期也没问题，挺不错。,铜牌会员,54,38,5,03/04/2019 21:12,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12650897689,XRA12处理器7nm工艺功能太强大了，faceid真牛，识别快，安全性高，双卡也很好用，续航超级#，目前苹果续航最好手机，黑色很大气,银牌会员,98,29,5,15/04/2019 10:32,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12775274823,显示效果：虽然是720p 但色彩很到位，不用担心颗粒感。 运行速度：非常非常流畅！A12确实很到位，还有ios12确实很强 通信音质：音质还行，差不多！ 电池续航：今天下午才到，用了一下午还有很多店，非常省电！ 拍照效果：虽然是单摄，但效果很不错。这个是苹果的强大的拍照算法。 其他特色：立体扬声器效果很不错，音质超棒。特别横屏看电影很带感！,银牌会员,18,8,5,18/05/2019 09:47,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12883969532,用了一天来评价，流畅度没得说，在这么强的流畅度下续航真的给力，现在问下买的各位，系统自带是多少啊你们，我的是12.2的，抬起唤醒关了以后怎么设置双击唤醒，还是xr不支持&hellip;哈哈哈，总体很好，满分 过几天再来,铜牌会员,7,9,5,13/06/2019 19:28,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12867737462,只能说一句真香 本来用完6和7就不想再用苹果了  结果出来个双卡双待的  瞬间吸引我  还是这么可爱的少女黄  就很棒 女朋友买了红色  男朋友买了白色  真的是太好看辣 用了快一个月才来评价呢  真香,PLUS会员,1,4,5,10/06/2019 08:13,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12524657612,很值超级喜欢，要不是我旧手机被摔坏了，我可能毕业前都不会换新手机，破手机用用算了。结果练车膝盖位置一摔黑屏内屏坏了...，再三思索还是买了xr，买了后超喜欢！穷学生打算好好用三四年不换啦，然后昨天从两米高的上铺掉下来，心都凉了半截，还好手机壳厚实，没事，哎...我这手咋就拿不住呢？当初室友买了x我就看中了刘海屏，加个耳朵贴纸真的好可爱好可爱的，女生一天一充能玩一天，每时每刻的玩那种，最近看网课也是，看四小时可能只掉35左右，真的厉害！边框粗？可是我有遮边框的手机壳呀，而且！玩的时候哪里会看边框，眼睛盯着屏幕，边框哪里管它啊？还有iCloud的同步功能，Notability和iPad同步，美滋滋！！！随时随地看看资料，很棒！超级喜欢！！！分辨率和原手机华为p9 plus差不多，和室友x比较，确实x更细腻，反正我觉得xr够了，寒假吃鸡一把把的打，连续打两小时手机温热，一点点的那种，掉电也少，nice～爱它，哈哈?,铜牌会员,90,54,5,09/03/2019 11:16,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12332380043,买之前很担心 担心黑边 担心太厚 但是用起来 并不觉得黑边是问题 不影响视觉效果 建议购买 这款性价比很高 有700优惠券 很合适 白色 128G 很好看  物流是一如既往的快 听说电池续航能力很强,钻石会员,129,70,5,03/01/2019 12:16,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12835268992,黑色真的很风骚，女士特别适合也很相衬，机子屏幕开到最大，只有些许边框，可视范围极高，利用率也极高，裸机虽厚些，但手感极佳，加个全透明的壳就更好，既不流手又有份量。A12的处理速度很快，不会有一丝滞留。照片很清晰，电池的续航不错,金牌会员,6,10,5,02/06/2019 18:10,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12598557348,"用了大概有一个月了吧，说一下使用的感受，首先，ios系统用着是真的很舒服，过渡动画十分跟手，流畅，我是从安卓过度过来的，只想说真香。
再说说性能，有A12的加持玩起游戏那叫一个舒服，不存在卡顿问题，并且手机发热情况不严重，非常耐电！
拍照方面，因为也没怎么正式去拍照，但是体验了视频拍摄，视频防抖做的非常好，而且能拍出超高画质与帧数的视频，果不其然，苹果的视频拍照依旧是最厉害的。
外观方面，我买的是黑色，对于边框已经习惯，感觉还好！",银牌会员,136,28,5,31/03/2019 11:02,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12417763740,京东自营手机很给力，没有查询序列号，不用质疑。手机运行流畅，内存足够大。电池耐用，屏幕细嫩，相机拍照清晰。屏幕有黑边，黑色手机不怎么显眼。不去xs看起高档，双卡双待，信号不是很好。同样的位置8p信号比这个要好很多。经常还出现呼叫失败。,PLUS会员,315,32,5,27/01/2019 21:08,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12846706177,6P用了5年了，16g的内存实在不够用了，趁着618搞活动，价格实惠，果断出手，果然没让我失望，很好的手机，用个五年不成问题，就是喜欢ios系统的流畅。,金牌会员,51,58,5,04/06/2019 23:08,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12097683154,速度很快、开锁也是、就是晚上没有灯光一样人脸解锁手机、拍照出来的效果和xs没区别，拍照很棒。对屏幕要求不是太高的我，感觉屏幕分辨率和ppi都够用了，手感还可以很容易上手的一款手机。送货和包装都很满意、快递员很负责任，下雨也等着我。不满的地方：手机太厚了，比我的小6厚很多，黑边有点宽，这些都能接受，整体是挺不错的，手机性能还是不错的，测试了很多游戏，运行很是流畅（如王者、吃鸡、狂8，蜘蛛侠2，混沌）都无压力,金牌会员,41,48,5,08/11/2018 08:07,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12437437618,分辨率没有传说的那么恐怖  反正我的眼看不出来区别  电池超级耐用  相机很好  拍视频也很棒   今日头条  农夫虫虫  哪里面的视频都是我用苹果手机拍的 支持京东  音质很棒,银牌会员,57,16,5,05/02/2019 17:09,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12161766291,看重续航和性能的小伙伴们可以入手了哦，720P的屏幕，续航有保证，喜忧参半啊，不过没有大果粒现象，屏幕素质一如既往地很苹果，完美；平铺设计的主板和8P一样，散热提升很大，性能巨增，是安卓无所比拟的。另外半框这个还得看个人，我感觉还能接受。从未见过的珊瑚色非常的骚，手机很重，很重，很重。拍照相比XS少了一颗摄像头，不过成像素质都很好，后背看着和谐了不少，最爱的3Dtouch没了 很可惜，总感觉阉割的太多了。7000块的廉价版啊,金牌会员,24,9,5,19/11/2018 23:06,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12468386797,显示效果: 非常棒 很清晰 运行速度: 很流畅 优秀！ 拍照效果: 特别棒 高清 前后摄像头都很棒 电池续航: 电池续航很好 一天充一次就ok搭 总结: 特别棒的一次体验 很值 以后还会购买,钻石会员,52,16,5,19/02/2019 23:02,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12701623631,非常喜欢，还是印象里的苹果，超快，体验感十足！128gG足够用，那些个喷子一直在喷苹果这苹果那，不用不就拉倒了！用的人自然喜欢！相机拍照视频都很给力，编辑模式也是不错，喜欢就入手吧，没错的！,铜牌会员,27,10,5,28/04/2019 11:13,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12427068211,降价之后的最香苹果机，没有之一，黑边日常使用根本不会在乎，面容解锁贼快，再也不怕手指头湿了无法指纹解锁了，A12加持流畅度不弱于xs、max，整体性价比极高，续航更是最强的，用了几天超级喜欢，64G不拍照不存东西的我妥妥够用啦！,PLUS会员,76,22,5,30/01/2019 21:37,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12282003324,哎呦不错哦哦，用了一天了，电量比我的苹果6好多了。最重要的是系统的流畅度。非常的好用。手机拍照背景虚化非常的给力。尤其是人像模式。打王者荣耀一个小时耗电14%。而且手机一点都不热。骁龙845的处理器确实很厉害。手机的尺寸拿在手里应该是刚刚好。根据自身手的大小来定吧。手机屏幕的色彩也非常棒。屏幕的色域可以调可以调成暖色，冷色，还有默认。手机的声音外放很好。手机性价比真的很高。小爱同学在开车的时候应该会很好用。很智能。手机的指纹解锁还有人脸解锁都非常的快。总而言之，感觉小米手机还是挺不错的。手机内存开机有56个，长期使用的话应该差不多。全面屏的手势操作也非常的好，特别的跟手。我比较追求软件的开启速度以及软件之间的切换。达到了我的预期要求很好。。追评内容就写这么多希望对大家有用。有什么问题都可以问我的。,PLUS会员,92,64,5,20/12/2018 09:07,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12436259035,哈哈哈，过年用新手机！红色是最爱，xr一直关注了很长时间，同事之前也用了黑色，感觉黑边完全可以忽略。对lcd的屏幕也觉得很满意！同事都说红色很好看！主要是iphone的功能太强大，用了iclond，全部无缝对接！这是安卓系统没有的！,银牌会员,22,14,5,04/02/2019 10:20,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12441813401,"流畅至极，方便好用，颜色绚丽，续航出色，反应超快，时尚美观，持久耐用，清晰度高，性能一流，大小适宜，品质优良，做工精湛，速度很快、开锁也是、就是晚上没有灯光一样人脸解锁手机、拍照出来的效果和xs没区别,拍照很棒。对屏幕要求不是太高的我,感觉屏幕分辨率和ppi都够用了,手感还可以很容易上手的一款手机。送货和包装都很满意、快递员很负责任。手机很流畅,续航很好很好,面部识别特别灵敏,而且全黑环境下也能轻松快速地识别解锁,面部识别准确率超高,然后信号的话,WIFI很快,满意。",PLUS会员,74,13,5,09/02/2019 16:50,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
